game_id,season,game_type,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
250080099,2005,regular-season,2005-01-08,2,99,home,FALSE,LSU,76,Tigers,LSU Tigers,LSU
250080099,2005,regular-season,2005-01-08,2,61,away,FALSE,Georgia,52,Lady Bulldogs,Georgia Lady Bulldogs,Georgia
250080239,2005,regular-season,2005-01-08,2,239,home,FALSE,Baylor,63,Bears,Baylor Bears,Baylor
250080239,2005,regular-season,2005-01-08,2,251,away,FALSE,Texas,60,Longhorns,Texas Longhorns,Texas
250080041,2005,regular-season,2005-01-08,2,41,home,FALSE,UConn,67,Huskies,UConn Huskies,UConn
250080041,2005,regular-season,2005-01-08,2,2633,away,FALSE,Tennessee,68,Lady Volunteers,Tennessee Lady Volunteers,Tennessee
250080197,2005,regular-season,2005-01-08,2,197,home,FALSE,Oklahoma State,38,Cowgirls,Oklahoma State Cowgirls,Oklahoma St
250080197,2005,regular-season,2005-01-08,2,2641,away,FALSE,Texas Tech,76,Lady Raiders,Texas Tech Lady Raiders,Texas Tech
250082599,2005,regular-season,2005-01-08,2,2599,home,FALSE,St. John's,49,Red Storm,St. John's Red Storm,St John's
250082599,2005,regular-season,2005-01-08,2,164,away,FALSE,Rutgers,64,Scarlet Knights,Rutgers Scarlet Knights,Rutgers
250082305,2005,regular-season,2005-01-08,2,2305,home,FALSE,Kansas,45,Jayhawks,Kansas Jayhawks,Kansas
250082305,2005,regular-season,2005-01-08,2,2306,away,FALSE,Kansas State,63,Wildcats,Kansas State Wildcats,Kansas St
250080038,2005,regular-season,2005-01-08,2,38,home,FALSE,Colorado,64,Buffaloes,Colorado Buffaloes,Colorado
250080038,2005,regular-season,2005-01-08,2,66,away,FALSE,Iowa State,76,Cyclones,Iowa State Cyclones,Iowa State
