game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
230290152,2003-01-29,2,152,home,FALSE,NC State,44,Wolfpack,NC State Wolfpack,NC State
230290152,2003-01-29,2,150,away,FALSE,Duke,54,Blue Devils,Duke Blue Devils,Duke
230290041,2003-01-29,2,41,home,FALSE,UConn,58,Huskies,UConn Huskies,UConn
230290041,2003-01-29,2,222,away,FALSE,Villanova,38,Wildcats,Villanova Wildcats,Villanova
230290066,2003-01-29,2,66,home,FALSE,Iowa State,74,Cyclones,Iowa State Cyclones,Iowa State
230290066,2003-01-29,2,2306,away,FALSE,Kansas State,69,Wildcats,Kansas State Wildcats,Kansas St
230290024,2003-01-29,2,24,home,FALSE,Stanford,72,Cardinal,Stanford Cardinal,Stanford
230290024,2003-01-29,2,25,away,FALSE,California,48,Golden Bears,California Golden Bears,California
230290201,2003-01-29,2,201,home,FALSE,Oklahoma,54,Sooners,Oklahoma Sooners,Oklahoma
230290201,2003-01-29,2,251,away,FALSE,Texas,60,Longhorns,Texas Longhorns,Texas
