game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
300660041,2010-03-07,2,41,home,TRUE,UConn,77,Huskies,UConn Huskies,UConn
300660041,2010-03-07,2,183,away,TRUE,Syracuse,41,Orange,Syracuse Orange,Syracuse
300662633,2010-03-07,2,2633,home,TRUE,Tennessee,70,Lady Volunteers,Tennessee Lady Volunteers,Tennessee
300662633,2010-03-07,2,96,away,TRUE,Kentucky,62,Wildcats,Kentucky Wildcats,Kentucky
300662752,2010-03-07,2,2752,home,TRUE,Xavier,51,Musketeers,Xavier Musketeers,Xavier
300662752,2010-03-07,2,2429,away,TRUE,Charlotte,49,49ers,Charlotte 49ers,Charlotte
300662599,2010-03-07,2,2599,home,TRUE,St. John's,67,Red Storm,St. John's Red Storm,St John's
300662599,2010-03-07,2,87,away,TRUE,Notre Dame,75,Fighting Irish,Notre Dame Fighting Irish,Notre Dame
300660277,2010-03-07,2,277,home,TRUE,West Virginia,47,Mountaineers,West Virginia Mountaineers,West Virginia
300660277,2010-03-07,2,305,away,TRUE,DePaul,41,Blue Demons,DePaul Blue Demons,DePaul
300660150,2010-03-07,2,150,home,TRUE,Duke,70,Blue Devils,Duke Blue Devils,Duke
300660150,2010-03-07,2,152,away,TRUE,NC State,60,Wolfpack,NC State Wolfpack,NC State
300660194,2010-03-07,2,194,home,TRUE,Ohio State,66,Buckeyes,Ohio State Buckeyes,Ohio State
300660194,2010-03-07,2,2294,away,TRUE,Iowa,64,Hawkeyes,Iowa Hawkeyes,Iowa
300660201,2010-03-07,2,201,home,FALSE,Oklahoma,95,Sooners,Oklahoma Sooners,Oklahoma
300660201,2010-03-07,2,197,away,FALSE,Oklahoma State,62,Cowgirls,Oklahoma State Cowgirls,Oklahoma St
300660046,2010-03-07,4,46,home,TRUE,Georgetown,56,Hoyas,Georgetown Hoyas,Georgetown
300660046,2010-03-07,4,164,away,TRUE,Rutgers,63,Scarlet Knights,Rutgers Scarlet Knights,Rutgers
300660239,2010-03-07,2,239,home,FALSE,Baylor,54,Bears,Baylor Bears,Baylor
300660239,2010-03-07,2,251,away,FALSE,Texas,70,Longhorns,Texas Longhorns,Texas
300662250,2010-03-07,2,2250,home,TRUE,Gonzaga,87,Bulldogs,Gonzaga Bulldogs,Gonzaga
300662250,2010-03-07,2,2541,away,TRUE,Santa Clara,47,Broncos,Santa Clara Broncos,Santa Clara
300660042,2010-03-07,2,42,home,FALSE,Hartford,65,Hawks,Hartford Hawks,Hartford
300660042,2010-03-07,2,2619,away,FALSE,Stony Brook,43,Seawolves,Stony Brook Seawolves,Stony Brook
