game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
401469439,2023-01-29,4,333,home,FALSE,Alabama,52,Crimson Tide,Alabama Crimson Tide,Alabama
401469439,2023-01-29,4,2579,away,FALSE,South Carolina,65,Gamecocks,South Carolina Gamecocks,South Carolina
401484726,2023-01-29,4,194,home,FALSE,Ohio State,65,Buckeyes,Ohio State Buckeyes,Ohio State
401484726,2023-01-29,4,2509,away,FALSE,Purdue,73,Boilermakers,Purdue Boilermakers,Purdue
401498673,2023-01-29,4,24,home,FALSE,Stanford,62,Cardinal,Stanford Cardinal,Stanford
401498673,2023-01-29,4,2483,away,FALSE,Oregon,54,Ducks,Oregon Ducks,Oregon
401487215,2023-01-29,4,41,home,FALSE,UConn,63,Huskies,UConn Huskies,UConn
401487215,2023-01-29,4,222,away,FALSE,Villanova,58,Wildcats,Villanova Wildcats,Villanova
401484723,2023-01-29,4,84,home,FALSE,Indiana,91,Hoosiers,Indiana Hoosiers,Indiana
401484723,2023-01-29,4,164,away,FALSE,Rutgers,68,Scarlet Knights,Rutgers Scarlet Knights,Rutgers
401488922,2023-01-29,4,152,home,FALSE,NC State,69,Wolfpack,NC State Wolfpack,NC State
401488922,2023-01-29,4,87,away,FALSE,Notre Dame,65,Fighting Irish,Notre Dame Fighting Irish,Notre Dame
401498671,2023-01-29,4,254,home,FALSE,Utah,71,Utes,Utah Utes,Utah
401498671,2023-01-29,4,26,away,FALSE,UCLA,69,Bruins,UCLA Bruins,UCLA
401488921,2023-01-29,4,258,home,FALSE,Virginia,60,Cavaliers,Virginia Cavaliers,Virginia
401488921,2023-01-29,4,259,away,FALSE,Virginia Tech,72,Hokies,Virginia Tech Hokies,Virginia Tech
401484724,2023-01-29,4,135,home,FALSE,Minnesota,41,Golden Gophers,Minnesota Golden Gophers,Minnesota
401484724,2023-01-29,4,130,away,FALSE,Michigan,77,Wolverines,Michigan Wolverines,Michigan
401488920,2023-01-29,4,228,home,FALSE,Clemson,58,Tigers,Clemson Tigers,Clemson
401488920,2023-01-29,4,153,away,FALSE,North Carolina,69,Tar Heels,North Carolina Tar Heels,North Carolina
401488918,2023-01-29,4,52,home,FALSE,Florida State,70,Seminoles,Florida State Seminoles,Florida St
401488918,2023-01-29,4,150,away,FALSE,Duke,57,Blue Devils,Duke Blue Devils,Duke
401498668,2023-01-29,4,12,home,FALSE,Arizona,59,Wildcats,Arizona Wildcats,Arizona
401498668,2023-01-29,4,265,away,FALSE,Washington State,70,Cougars,Washington State Cougars,Washington St
401484722,2023-01-29,4,356,home,FALSE,Illinois,86,Fighting Illini,Illinois Fighting Illini,Illinois
401484722,2023-01-29,4,127,away,FALSE,Michigan State,76,Spartans,Michigan State Spartans,Michigan St
401498670,2023-01-29,4,38,home,FALSE,Colorado,54,Buffaloes,Colorado Buffaloes,Colorado
401498670,2023-01-29,4,30,away,FALSE,USC,71,Trojans,USC Trojans,USC
