game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
400919018,2016-12-21,2,222,home,FALSE,Villanova,90,Wildcats,Villanova Wildcats,Villanova
400919018,2016-12-21,2,44,away,FALSE,American University,48,Eagles,American University Eagles,American
400915589,2016-12-21,2,26,home,FALSE,UCLA,82,Bruins,UCLA Bruins,UCLA
400915589,2016-12-21,2,2711,away,FALSE,Western Michigan,68,Broncos,Western Michigan Broncos,W Michigan
400916187,2016-12-21,2,239,home,FALSE,Baylor,89,Bears,Baylor Bears,Baylor
400916187,2016-12-21,2,2640,away,FALSE,Texas Southern,63,Tigers,Texas Southern Tigers,Texas Southern
400915326,2016-12-21,2,2210,home,TRUE,Elon,61,Phoenix,Elon Phoenix,Elon
400915326,2016-12-21,2,150,away,TRUE,Duke,72,Blue Devils,Duke Blue Devils,Duke
400910690,2016-12-21,2,97,home,FALSE,Louisville,73,Cardinals,Louisville Cardinals,Louisville
400910690,2016-12-21,2,96,away,FALSE,Kentucky,70,Wildcats,Kentucky Wildcats,Kentucky
400915794,2016-12-21,2,2250,home,FALSE,Gonzaga,102,Bulldogs,Gonzaga Bulldogs,Gonzaga
400915794,2016-12-21,2,233,away,FALSE,South Dakota,65,Coyotes,South Dakota Coyotes,South Dakota
400915328,2016-12-21,2,153,home,FALSE,North Carolina,85,Tar Heels,North Carolina Tar Heels,North Carolina
400915328,2016-12-21,2,2460,away,FALSE,Northern Iowa,42,Panthers,Northern Iowa Panthers,Northern Iowa
400915329,2016-12-21,2,25,home,FALSE,California,52,Golden Bears,California Golden Bears,California
400915329,2016-12-21,2,258,away,FALSE,Virginia,56,Cavaliers,Virginia Cavaliers,Virginia
400918762,2016-12-21,2,2086,home,FALSE,Butler,81,Bulldogs,Butler Bulldogs,Butler
400918762,2016-12-21,2,261,away,FALSE,Vermont,69,Catamounts,Vermont Catamounts,Vermont
400915193,2016-12-21,2,2509,home,FALSE,Purdue,91,Boilermakers,Purdue Boilermakers,Purdue
400915193,2016-12-21,2,2450,away,FALSE,Norfolk State,45,Spartans,Norfolk State Spartans,Norfolk St
400910785,2016-12-21,2,2579,home,FALSE,South Carolina,60,Gamecocks,South Carolina Gamecocks,South Carolina
400910785,2016-12-21,2,228,away,FALSE,Clemson,62,Tigers,Clemson Tigers,Clemson
