game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
280120097,2008-01-12,2,97,home,FALSE,Louisville,71,Cardinals,Louisville Cardinals,Louisville
280120097,2008-01-12,2,41,away,FALSE,UConn,92,Huskies,UConn Huskies,UConn
280120164,2008-01-12,2,164,home,FALSE,Rutgers,69,Scarlet Knights,Rutgers Scarlet Knights,Rutgers
280120164,2008-01-12,2,2550,away,FALSE,Seton Hall,47,Pirates,Seton Hall Pirates,Seton Hall
280120197,2008-01-12,2,197,home,FALSE,Oklahoma State,82,Cowgirls,Oklahoma State Cowgirls,Oklahoma St
280120197,2008-01-12,2,201,away,FALSE,Oklahoma,63,Sooners,Oklahoma Sooners,Oklahoma
280120024,2008-01-12,2,24,home,FALSE,Stanford,83,Cardinal,Stanford Cardinal,Stanford
280120024,2008-01-12,2,2483,away,FALSE,Oregon,49,Ducks,Oregon Ducks,Oregon
280120239,2008-01-12,2,239,home,FALSE,Baylor,59,Bears,Baylor Bears,Baylor
280120239,2008-01-12,2,245,away,FALSE,Texas A&M,56,Aggies,Texas A&M Aggies,Texas A&M
280120025,2008-01-12,2,25,home,FALSE,California,61,Golden Bears,California Golden Bears,California
280120025,2008-01-12,2,204,away,FALSE,Oregon State,45,Beavers,Oregon State Beavers,Oregon St
280122751,2008-01-12,2,2751,home,FALSE,Wyoming,62,Cowgirls,Wyoming Cowgirls,Wyoming
280122751,2008-01-12,2,2628,away,FALSE,TCU,45,Horned Frogs,TCU Horned Frogs,TCU
280122507,2008-01-12,2,2507,home,FALSE,Providence,55,Friars,Providence Friars,Providence
280122507,2008-01-12,2,305,away,FALSE,DePaul,66,Blue Demons,DePaul Blue Demons,DePaul
