game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
400946262,2017-03-12,5,2083,home,FALSE,Bucknell,79,Bison,Bucknell Bison,Bucknell
400946262,2017-03-12,5,2426,away,FALSE,Navy,71,Midshipmen,Navy Midshipmen,Navy
400946309,2017-03-12,4,2110,home,TRUE,Central Arkansas,60,Sugar Bears,Central Arkansas Sugar Bears,C Arkansas
400946309,2017-03-12,4,2617,away,TRUE,Stephen F. Austin,35,Ladyjacks,Stephen F. Austin Ladyjacks,SF Austin
400946109,2017-03-12,4,2523,home,FALSE,Robert Morris,65,Colonials,Robert Morris Colonials,Robert Morris
400946109,2017-03-12,4,2803,away,FALSE,Bryant,52,Bulldogs,Bryant Bulldogs,Bryant
400946311,2017-03-12,5,2181,home,TRUE,Drake,74,Bulldogs,Drake Bulldogs,Drake
400946311,2017-03-12,5,2460,away,TRUE,Northern Iowa,69,Panthers,Northern Iowa Panthers,Northern Iowa
400946108,2017-03-12,4,56,home,FALSE,Stetson,70,Hatters,Stetson Hatters,Stetson
400946108,2017-03-12,4,526,away,FALSE,Florida Gulf Coast,77,Eagles,Florida Gulf Coast Eagles,FGCU
400946308,2017-03-12,4,2515,home,TRUE,Radford,48,Highlanders,Radford Highlanders,Radford
400946308,2017-03-12,4,2427,away,TRUE,UNC Asheville,49,Bulldogs,UNC Asheville Bulldogs,UNC Asheville
400946281,2017-03-12,4,219,home,TRUE,Pennsylvania,57,Quakers,Pennsylvania Quakers,Penn
400946281,2017-03-12,4,163,away,TRUE,Princeton,48,Tigers,Princeton Tigers,Princeton
400946319,2017-03-12,4,2653,home,TRUE,Troy,78,Trojans,Troy Trojans,Troy
400946319,2017-03-12,4,309,away,TRUE,Louisiana,64,Ragin' Cajuns,Louisiana Ragin' Cajuns,Louisiana
