game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
400905170,2017-02-01,4,66,home,FALSE,Iowa State,52,Cyclones,Iowa State Cyclones,Iowa State
400905170,2017-02-01,4,239,away,FALSE,Baylor,83,Bears,Baylor Bears,Baylor
400911165,2017-02-01,4,197,home,FALSE,Oklahoma State,71,Cowgirls,Oklahoma State Cowgirls,Oklahoma St
400911165,2017-02-01,4,251,away,FALSE,Texas,85,Longhorns,Texas Longhorns,Texas
400917346,2017-02-01,4,194,home,FALSE,Ohio State,87,Buckeyes,Ohio State Buckeyes,Ohio State
400917346,2017-02-01,4,213,away,FALSE,Penn State,72,Lady Lions,Penn State Lady Lions,Penn State
400911164,2017-02-01,4,201,home,FALSE,Oklahoma,89,Sooners,Oklahoma Sooners,Oklahoma
400911164,2017-02-01,4,2305,away,FALSE,Kansas,52,Jayhawks,Kansas Jayhawks,Kansas
400911783,2017-02-01,4,58,home,FALSE,South Florida,72,Bulls,South Florida Bulls,South Florida
400911783,2017-02-01,4,2132,away,FALSE,Cincinnati,52,Bearcats,Cincinnati Bearcats,Cincinnati
