game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
310090150,2011-01-09,2,150,home,FALSE,Duke,71,Blue Devils,Duke Blue Devils,Duke
310090150,2011-01-09,2,120,away,FALSE,Maryland,64,Terrapins,Maryland Terrapins,Maryland
310090194,2011-01-09,2,194,home,FALSE,Ohio State,67,Buckeyes,Ohio State Buckeyes,Ohio State
310090194,2011-01-09,2,135,away,FALSE,Minnesota,64,Golden Gophers,Minnesota Golden Gophers,Minnesota
310090130,2011-01-09,3,130,home,FALSE,Michigan,60,Wolverines,Michigan Wolverines,Michigan
310090130,2011-01-09,3,2305,away,FALSE,Kansas,67,Jayhawks,Kansas Jayhawks,Kansas
310090222,2011-01-09,2,222,home,FALSE,Villanova,72,Wildcats,Villanova Wildcats,Villanova
310090222,2011-01-09,2,2132,away,FALSE,Cincinnati,61,Bearcats,Cincinnati Bearcats,Cincinnati
310092509,2011-01-09,2,2509,home,FALSE,Purdue,75,Boilermakers,Purdue Boilermakers,Purdue
310092509,2011-01-09,2,2294,away,FALSE,Iowa,52,Hawkeyes,Iowa Hawkeyes,Iowa
