league,team_id,team_slug,team_name
womens,55,jacksonville-state-gamecocks,Jacksonville State Gamecocks
womens,338,kennesaw-state-owls,Kennesaw State Owls
womens,2335,liberty-flames,Liberty Flames
womens,2348,louisiana-tech-lady-techsters,Louisiana Tech Lady Techsters
womens,2393,middle-tennessee-blue-raiders,Middle Tennessee Blue Raiders
womens,166,new-mexico-state-aggies,New Mexico State Aggies
womens,2534,sam-houston-bearkats,Sam Houston Bearkats
womens,2638,utep-miners,UTEP Miners
womens,98,western-kentucky-lady-toppers,Western Kentucky Lady Toppers
womens,325,cleveland-state-vikings,Cleveland State Vikings
womens,2174,detroit-mercy-titans,Detroit Mercy Titans
womens,2739,green-bay-phoenix,Green Bay Phoenix
womens,85,iupui-jaguars,IU Indianapolis Jaguars
womens,270,milwaukee-panthers,Milwaukee Panthers
womens,94,northern-kentucky-norse,Northern Kentucky Norse
womens,2473,oakland-golden-grizzlies,Oakland Golden Grizzlies
womens,2870,purdue-fort-wayne-mastodons,Purdue Fort Wayne Mastodons
womens,2523,robert-morris-colonials,Robert Morris Colonials
womens,2750,wright-state-raiders,Wright State Raiders
womens,2754,youngstown-state-penguins,Youngstown State Penguins
womens,225,brown-bears,Brown Bears
womens,171,columbia-lions,Columbia Lions
womens,172,cornell-big-red,Cornell Big Red
womens,159,dartmouth-big-green,Dartmouth Big Green
womens,108,harvard-crimson,Harvard Crimson
womens,219,pennsylvania-quakers,Pennsylvania Quakers
womens,163,princeton-tigers,Princeton Tigers
womens,43,yale-bulldogs,Yale Bulldogs
womens,2099,canisius-golden-griffins,Canisius Golden Griffins
womens,2217,fairfield-stags,Fairfield Stags
womens,314,iona-gaels,Iona Gaels
womens,2363,manhattan-jaspers,Manhattan Jaspers
womens,2368,marist-red-foxes,Marist Red Foxes
womens,2771,merrimack-warriors,Merrimack Warriors
womens,116,mount-st-marys-mountaineers,Mount St. Mary's Mountaineers
womens,315,niagara-purple-eagles,Niagara Purple Eagles
womens,2514,quinnipiac-bobcats,Quinnipiac Bobcats
womens,2520,rider-broncs,Rider Broncs
womens,2529,sacred-heart-pioneers,Sacred Heart Pioneers
womens,2612,saint-peters-peacocks,Saint Peter's Peacocks
womens,2561,siena-saints,Siena Saints
womens,2154,coppin-state-eagles,Coppin State Eagles
womens,2169,delaware-state-hornets,Delaware State Hornets
womens,47,howard-bison,Howard Bison
womens,2379,maryland-eastern-shore-hawks,Maryland Eastern Shore Hawks
womens,2415,morgan-state-lady-bears,Morgan State Lady Bears
womens,2450,norfolk-state-spartans,Norfolk State Spartans
womens,2428,north-carolina-central-eagles,North Carolina Central Eagles
womens,2569,south-carolina-state-lady-bulldogs,South Carolina State Lady Bulldogs
womens,2006,akron-zips,Akron Zips
womens,2050,ball-state-cardinals,Ball State Cardinals
womens,189,bowling-green-falcons,Bowling Green Falcons
womens,2084,buffalo-bulls,Buffalo Bulls
womens,2117,central-michigan-chippewas,Central Michigan Chippewas
womens,2199,eastern-michigan-eagles,Eastern Michigan Eagles
womens,2309,kent-state-golden-flashes,Kent State Golden Flashes
womens,193,miami-oh-redhawks,Miami (OH) RedHawks
womens,2459,northern-illinois-huskies,Northern Illinois Huskies
womens,195,ohio-bobcats,Ohio Bobcats
womens,2649,toledo-rockets,Toledo Rockets
womens,2711,western-michigan-broncos,Western Michigan Broncos
womens,2057,belmont-bruins,Belmont Bruins
womens,71,bradley-braves,Bradley Braves
womens,2181,drake-bulldogs,Drake Bulldogs
womens,339,evansville-purple-aces,Evansville Purple Aces
womens,2287,illinois-state-redbirds,Illinois State Redbirds
womens,282,indiana-state-sycamores,Indiana State Sycamores
womens,2623,missouri-state-lady-bears,Missouri State Lady Bears
womens,93,murray-state-racers,Murray State Racers
womens,2460,northern-iowa-panthers,Northern Iowa Panthers
womens,79,southern-illinois-salukis,Southern Illinois Salukis
womens,82,uic-flames,UIC Flames
womens,2674,valparaiso-beacons,Valparaiso Beacons
womens,2005,air-force-falcons,Air Force Falcons
womens,68,boise-state-broncos,Boise State Broncos
womens,36,colorado-state-rams,Colorado State Rams
womens,278,fresno-state-bulldogs,Fresno State Bulldogs
womens,2440,nevada-wolf-pack,Nevada Wolf Pack
womens,167,new-mexico-lobos,New Mexico Lobos
womens,21,san-diego-state-aztecs,San Diego State Aztecs
womens,23,san-jose-state-spartans,San José State Spartans
womens,2439,unlv-lady-rebels,UNLV Lady Rebels
womens,328,utah-state-aggies,Utah State Aggies
womens,2751,wyoming-cowgirls,Wyoming Cowgirls
womens,2115,central-connecticut-blue-devils,Central Connecticut Blue Devils
womens,2130,chicago-state-cougars,Chicago State Cougars
womens,161,fairleigh-dickinson-knights,Fairleigh Dickinson Knights
womens,2330,le-moyne-dolphins,Le Moyne Dolphins
womens,112358,long-island-university-sharks,Long Island University Sharks
womens,2385,mercyhurst-lakers,Mercyhurst Lakers
womens,2598,st-francis-pa-red-flash,St. Francis (PA) Red Flash
womens,284,stonehill-skyhawks,Stonehill Skyhawks
womens,2681,wagner-seahawks,Wagner Seahawks
womens,2197,eastern-illinois-panthers,Eastern Illinois Panthers
womens,2815,lindenwood-lions,Lindenwood Lions
womens,2031,little-rock-trojans,Little Rock Trojans
womens,2413,morehead-state-eagles,Morehead State Eagles
womens,2565,siu-edwardsville-cougars,SIU Edwardsville Cougars
womens,2546,southeast-missouri-state-redhawks,Southeast Missouri State Redhawks
womens,88,southern-indiana-screaming-eagles,Southern Indiana Screaming Eagles
womens,2634,tennessee-state-lady-tigers,Tennessee State Lady Tigers
womens,2635,tennessee-tech-golden-eagles,Tennessee Tech Golden Eagles
womens,2630,ut-martin-skyhawks,UT Martin Skyhawks
womens,2710,western-illinois-leathernecks,Western Illinois Leathernecks
womens,44,american-university-eagles,American University Eagles
womens,349,army-black-knights,Army Black Knights
womens,104,boston-university-terriers,Boston University Terriers
womens,2083,bucknell-bison,Bucknell Bison
womens,2142,colgate-raiders,Colgate Raiders
womens,107,holy-cross-crusaders,Holy Cross Crusaders
womens,322,lafayette-leopards,Lafayette Leopards
womens,2329,lehigh-mountain-hawks,Lehigh Mountain Hawks
womens,2352,loyola-maryland-greyhounds,Loyola Maryland Greyhounds
womens,2426,navy-midshipmen,Navy Midshipmen
womens,333,alabama-crimson-tide,Alabama Crimson Tide
womens,8,arkansas-razorbacks,Arkansas Razorbacks
womens,2,auburn-tigers,Auburn Tigers
womens,57,florida-gators,Florida Gators
womens,61,georgia-lady-bulldogs,Georgia Lady Bulldogs
womens,96,kentucky-wildcats,Kentucky Wildcats
womens,99,lsu-tigers,LSU Tigers
womens,344,mississippi-state-bulldogs,Mississippi State Bulldogs
womens,142,missouri-tigers,Missouri Tigers
womens,201,oklahoma-sooners,Oklahoma Sooners
womens,145,ole-miss-rebels,Ole Miss Rebels
womens,2579,south-carolina-gamecocks,South Carolina Gamecocks
womens,2633,tennessee-lady-volunteers,Tennessee Lady Volunteers
womens,245,texas-am-aggies,Texas A&M Aggies
womens,251,texas-longhorns,Texas Longhorns
womens,238,vanderbilt-commodores,Vanderbilt Commodores
womens,2010,alabama-am-bulldogs,Alabama A&M Bulldogs
womens,2011,alabama-state-lady-hornets,Alabama State Lady Hornets
womens,2016,alcorn-state-lady-braves,Alcorn State Lady Braves
womens,2029,arkansas-pine-bluff-golden-lions,Arkansas-Pine Bluff Golden Lions
womens,2065,bethune-cookman-wildcats,Bethune-Cookman Wildcats
womens,50,florida-am-rattlers,Florida A&M Rattlers
womens,2755,grambling-lady-tigers,Grambling Lady Tigers
womens,2296,jackson-state-lady-tigers,Jackson State Lady Tigers
womens,2400,mississippi-valley-state-devilettes,Mississippi Valley State Devilettes
womens,2504,prairie-view-am-lady-panthers,Prairie View A&M Lady Panthers
womens,2582,southern-jaguars,Southern Jaguars
womens,2640,texas-southern-tigers,Texas Southern Tigers
womens,236,chattanooga-mocs,Chattanooga Mocs
womens,2193,east-tennessee-state-bucs,East Tennessee State Bucs
womens,231,furman-paladins,Furman Paladins
womens,2382,mercer-bears,Mercer Bears
womens,2535,samford-bulldogs,Samford Bulldogs
womens,2430,unc-greensboro-spartans,UNC Greensboro Spartans
womens,2717,western-carolina-catamounts,Western Carolina Catamounts
womens,2747,wofford-terriers,Wofford Terriers
womens,2277,houston-christian-huskies,Houston Christian Huskies
womens,2916,incarnate-word-cardinals,Incarnate Word Cardinals
womens,2320,lamar-cardinals,Lamar Cardinals
womens,2377,mcneese-cowgirls,McNeese Cowgirls
womens,2443,new-orleans-privateers,New Orleans Privateers
womens,2447,nicholls-colonels,Nicholls Colonels
womens,2466,northwestern-state-lady-demons,Northwestern State Lady Demons
womens,2545,se-louisiana-lady-lions,SE Louisiana Lady Lions
womens,2617,stephen-f-austin-ladyjacks,Stephen F. Austin Ladyjacks
womens,2837,texas-am-commerce-lions,Texas A&M-Commerce Lions
womens,357,texas-am-corpus-christi-islanders,Texas A&M-Corpus Christi Islanders
womens,292,ut-rio-grande-valley-vaqueros,UT Rio Grande Valley Vaqueros
womens,2172,denver-pioneers,Denver Pioneers
womens,140,kansas-city-roos,Kansas City Roos
womens,155,north-dakota-fighting-hawks,North Dakota Fighting Hawks
womens,2449,north-dakota-state-bison,North Dakota State Bison
womens,2437,omaha-mavericks,Omaha Mavericks
womens,198,oral-roberts-golden-eagles,Oral Roberts Golden Eagles
womens,233,south-dakota-coyotes,South Dakota Coyotes
womens,2571,south-dakota-state-jackrabbits,South Dakota State Jackrabbits
womens,2900,st-thomas-minnesota-tommies,St. Thomas-Minnesota Tommies
womens,2026,appalachian-state-mountaineers,App State Mountaineers
womens,2032,arkansas-state-red-wolves,Arkansas State Red Wolves
womens,324,coastal-carolina-chanticleers,Coastal Carolina Chanticleers
womens,290,georgia-southern-eagles,Georgia Southern Eagles
womens,2247,georgia-state-panthers,Georgia State Panthers
womens,256,james-madison-dukes,James Madison Dukes
womens,309,louisiana-ragin-cajuns,Louisiana Ragin' Cajuns
womens,276,marshall-thundering-herd,Marshall Thundering Herd
womens,295,old-dominion-monarchs,Old Dominion Monarchs
womens,6,south-alabama-jaguars,South Alabama Jaguars
womens,2572,southern-miss-lady-eagles,Southern Miss Lady Eagles
womens,326,texas-state-bobcats,Texas State Bobcats
womens,2653,troy-trojans,Troy Trojans
womens,2433,ul-monroe-warhawks,UL Monroe Warhawks
womens,2000,abilene-christian-wildcats,Abilene Christian Wildcats
womens,2856,california-baptist-lancers,California Baptist Lancers
womens,2253,grand-canyon-lopes,Grand Canyon Lopes
womens,2547,seattle-u-redhawks,Seattle U Redhawks
womens,253,southern-utah-thunderbirds,Southern Utah Thunderbirds
womens,2627,tarleton-state-texans,Tarleton State Texans
womens,250,ut-arlington-mavericks,UT Arlington Mavericks
womens,3101,utah-tech-trailblazers,Utah Tech Trailblazers
womens,3084,utah-valley-wolverines,Utah Valley Wolverines
womens,2250,gonzaga-bulldogs,Gonzaga Bulldogs
womens,2351,loyola-marymount-lions,Loyola Marymount Lions
womens,204,oregon-state-beavers,Oregon State Beavers
womens,279,pacific-tigers,Pacific Tigers
womens,2492,pepperdine-waves,Pepperdine Waves
womens,2501,portland-pilots,Portland Pilots
womens,2608,saint-marys-gaels,Saint Mary's Gaels
womens,301,san-diego-toreros,San Diego Toreros
womens,2539,san-francisco-dons,San Francisco Dons
womens,2541,santa-clara-broncos,Santa Clara Broncos
womens,265,washington-state-cougars,Washington State Cougars
