game_id,season,game_type,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
401599541,2024,regular-season,2024-02-21,2,269,home,FALSE,Marquette,105,Golden Eagles,Marquette Golden Eagles,Marquette
401599541,2024,regular-season,2024-02-21,2,305,away,FALSE,DePaul,71,Blue Demons,DePaul Blue Demons,DePaul
401604203,2024,regular-season,2024-02-21,2,2390,home,FALSE,Miami,55,Hurricanes,Miami Hurricanes,Miami
401604203,2024,regular-season,2024-02-21,2,150,away,FALSE,Duke,84,Blue Devils,Duke Blue Devils,Duke
401600399,2024,regular-season,2024-02-21,2,213,home,FALSE,Penn State,90,Nittany Lions,Penn State Nittany Lions,Penn State
401600399,2024,regular-season,2024-02-21,2,356,away,FALSE,Illinois,89,Fighting Illini,Illinois Fighting Illini,Illinois
401597197,2024,regular-season,2024-02-21,3,333,home,FALSE,Alabama,98,Crimson Tide,Alabama Crimson Tide,Alabama
401597197,2024,regular-season,2024-02-21,3,57,away,FALSE,Florida,93,Gators,Florida Gators,Florida
401596914,2024,regular-season,2024-02-21,2,2244,home,FALSE,George Mason,71,Patriots,George Mason Patriots,George Mason
401596914,2024,regular-season,2024-02-21,2,2168,away,FALSE,Dayton,67,Flyers,Dayton Flyers,Dayton
401597198,2024,regular-season,2024-02-21,2,99,home,FALSE,LSU,75,Tigers,LSU Tigers,LSU
401597198,2024,regular-season,2024-02-21,2,96,away,FALSE,Kentucky,74,Wildcats,Kentucky Wildcats,Kentucky
401606630,2024,regular-season,2024-02-21,2,167,home,FALSE,New Mexico,68,Lobos,New Mexico Lobos,New Mexico
401606630,2024,regular-season,2024-02-21,2,36,away,FALSE,Colorado State,66,Rams,Colorado State Rams,Colorado St
