game_id,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
401637588,2024-03-25,4,2294,home,FALSE,Iowa,64,Hawkeyes,Iowa Hawkeyes,Iowa
401637588,2024-03-25,4,277,away,FALSE,West Virginia,54,Mountaineers,West Virginia Mountaineers,West Virginia
401637586,2024-03-25,4,30,home,FALSE,USC,73,Trojans,USC Trojans,USC
401637586,2024-03-25,4,2305,away,FALSE,Kansas,55,Jayhawks,Kansas Jayhawks,Kansas
401637589,2024-03-25,4,87,home,FALSE,Notre Dame,71,Fighting Irish,Notre Dame Fighting Irish,Notre Dame
401637589,2024-03-25,4,145,away,FALSE,Ole Miss,56,Rebels,Ole Miss Rebels,Ole Miss
401637587,2024-03-25,4,26,home,FALSE,UCLA,67,Bruins,UCLA Bruins,UCLA
401637587,2024-03-25,4,156,away,FALSE,Creighton,63,Bluejays,Creighton Bluejays,Creighton
401637584,2024-03-25,4,152,home,FALSE,NC State,79,Wolfpack,NC State Wolfpack,NC State
401637584,2024-03-25,4,2633,away,FALSE,Tennessee,72,Lady Volunteers,Tennessee Lady Volunteers,Tennessee
401637585,2024-03-25,4,41,home,FALSE,UConn,72,Huskies,UConn Huskies,UConn
401637585,2024-03-25,4,183,away,FALSE,Syracuse,64,Orange,Syracuse Orange,Syracuse
401637590,2024-03-25,4,84,home,FALSE,Indiana,75,Hoosiers,Indiana Hoosiers,Indiana
401637590,2024-03-25,4,201,away,FALSE,Oklahoma,68,Sooners,Oklahoma Sooners,Oklahoma
401637583,2024-03-25,4,2250,home,FALSE,Gonzaga,77,Bulldogs,Gonzaga Bulldogs,Gonzaga
401637583,2024-03-25,4,254,away,FALSE,Utah,66,Utes,Utah Utes,Utah
