game_id,season,game_type,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
400590350,2015,regular-season,2014-11-15,2,2579,home,FALSE,South Carolina,70,Gamecocks,South Carolina Gamecocks,South Carolina
400590350,2015,regular-season,2014-11-15,2,30,away,FALSE,USC,61,Trojans,USC Trojans,USC
400589919,2015,regular-season,2014-11-15,2,251,home,FALSE,Texas,68,Longhorns,Texas Longhorns,Texas
400589919,2015,regular-season,2014-11-15,2,2636,away,FALSE,UTSA,48,Roadrunners,UTSA Roadrunners,UTSA
400596591,2015,regular-season,2014-11-15,2,158,home,FALSE,Nebraska,100,Cornhuskers,Nebraska Cornhuskers,Nebraska
400596591,2015,regular-season,2014-11-15,2,2492,away,FALSE,Pepperdine,65,Waves,Pepperdine Waves,Pepperdine
