game_id,season,game_type,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
400547075,2014,post-season,2014-03-23,2,120,home,TRUE,Maryland,90,Terrapins,Maryland Terrapins,Maryland
400547075,2014,post-season,2014-03-23,2,349,away,TRUE,Army,52,Black Knights,Army Black Knights,Army
400547092,2014,post-season,2014-03-23,2,127,home,TRUE,Michigan State,91,Spartans,Michigan State Spartans,Michigan St
400547092,2014,post-season,2014-03-23,2,2261,away,TRUE,Hampton,61,Lady Pirates,Hampton Lady Pirates,Hampton
400547097,2014,post-season,2014-03-23,2,213,home,TRUE,Penn State,62,Lady Lions,Penn State Lady Lions,Penn State
400547097,2014,post-season,2014-03-23,2,2724,away,TRUE,Wichita State,56,Shockers,Wichita State Shockers,Wichita St
400547078,2014,post-season,2014-03-23,2,99,home,TRUE,LSU,98,Tigers,LSU Tigers,LSU
400547078,2014,post-season,2014-03-23,2,59,away,TRUE,Georgia Tech,78,Yellow Jackets,Georgia Tech Yellow Jackets,Georgia Tech
400547074,2014,post-season,2014-03-23,2,251,home,TRUE,Texas,79,Longhorns,Texas Longhorns,Texas
400547074,2014,post-season,2014-03-23,2,219,away,TRUE,Pennsylvania,61,Quakers,Pennsylvania Quakers,Penn
400547098,2014,post-season,2014-03-23,2,2168,home,TRUE,Dayton,69,Flyers,Dayton Flyers,Dayton
400547098,2014,post-season,2014-03-23,2,57,away,TRUE,Florida,83,Gators,Florida Gators,Florida
400547095,2014,post-season,2014-03-23,2,153,home,TRUE,North Carolina,60,Tar Heels,North Carolina Tar Heels,North Carolina
400547095,2014,post-season,2014-03-23,2,2630,away,TRUE,UT Martin,58,Skyhawks,UT Martin Skyhawks,UT Martin
400547082,2014,post-season,2014-03-23,2,277,home,TRUE,West Virginia,76,Mountaineers,West Virginia Mountaineers,West Virginia
400547082,2014,post-season,2014-03-23,2,399,away,TRUE,UAlbany,61,Great Danes,UAlbany Great Danes,UAlbany
400547091,2014,post-season,2014-03-23,2,2579,home,TRUE,South Carolina,73,Gamecocks,South Carolina Gamecocks,South Carolina
400547091,2014,post-season,2014-03-23,2,2463,away,TRUE,Cal State Northridge,58,Matadors,Cal State Northridge Matadors,CSU Northridge
400547077,2014,post-season,2014-03-23,2,97,home,TRUE,Louisville,88,Cardinals,Louisville Cardinals,Louisville
400547077,2014,post-season,2014-03-23,2,70,away,TRUE,Idaho,42,Vandals,Idaho Vandals,Idaho
400547071,2014,post-season,2014-03-23,2,2250,home,TRUE,Gonzaga,63,Bulldogs,Gonzaga Bulldogs,Gonzaga
400547071,2014,post-season,2014-03-23,2,256,away,TRUE,James Madison,72,Dukes,James Madison Dukes,James Madison
400547068,2014,post-season,2014-03-23,2,61,home,TRUE,Georgia,57,Lady Bulldogs,Georgia Lady Bulldogs,Georgia
400547068,2014,post-season,2014-03-23,2,2603,away,TRUE,Saint Joseph's,67,Hawks,Saint Joseph's Hawks,Saint Joseph's
400547079,2014,post-season,2014-03-23,2,2294,home,TRUE,Iowa,87,Hawkeyes,Iowa Hawkeyes,Iowa
400547079,2014,post-season,2014-03-23,2,2368,away,TRUE,Marist,65,Red Foxes,Marist Red Foxes,Marist
400547065,2014,post-season,2014-03-23,2,41,home,TRUE,UConn,87,Huskies,UConn Huskies,UConn
400547065,2014,post-season,2014-03-23,2,2504,away,TRUE,Prairie View A&M,44,Lady Panthers,Prairie View A&M Lady Panthers,Prairie View
400547070,2014,post-season,2014-03-23,2,245,home,TRUE,Texas A&M,70,Aggies,Texas A&M Aggies,Texas A&M
400547070,2014,post-season,2014-03-23,2,155,away,TRUE,North Dakota,55,Fighting Hawks,North Dakota Fighting Hawks,North Dakota
400547094,2014,post-season,2014-03-23,2,2393,home,TRUE,Middle Tennessee,36,Blue Raiders,Middle Tennessee Blue Raiders,MTSU
400547094,2014,post-season,2014-03-23,2,204,away,TRUE,Oregon State,55,Beavers,Oregon State Beavers,Oregon St
