game_id,season,game_type,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
233630041,2004,regular-season,2003-12-29,2,41,home,FALSE,UConn,87,Huskies,UConn Huskies,UConn
233630041,2004,regular-season,2003-12-29,2,152,away,FALSE,NC State,53,Wolfpack,NC State Wolfpack,NC State
233632351,2004,regular-season,2003-12-29,2,2351,home,FALSE,Loyola Marymount,53,Lions,Loyola Marymount Lions,LMU
233632351,2004,regular-season,2003-12-29,2,150,away,FALSE,Duke,81,Blue Devils,Duke Blue Devils,Duke
233630258,2004,regular-season,2003-12-29,2,258,home,FALSE,Virginia,53,Cavaliers,Virginia Cavaliers,Virginia
233630258,2004,regular-season,2003-12-29,2,135,away,FALSE,Minnesota,73,Golden Gophers,Minnesota Golden Gophers,Minnesota
233630024,2004,regular-season,2003-12-29,2,24,home,FALSE,Stanford,77,Cardinal,Stanford Cardinal,Stanford
233630024,2004,regular-season,2003-12-29,2,2483,away,FALSE,Oregon,51,Ducks,Oregon Ducks,Oregon
233632413,2004,regular-season,2003-12-29,2,2413,home,FALSE,Morehead State,42,Eagles,Morehead State Eagles,Morehead St
233632413,2004,regular-season,2003-12-29,2,61,away,FALSE,Georgia,92,Lady Bulldogs,Georgia Lady Bulldogs,Georgia
233630259,2004,regular-season,2003-12-29,2,259,home,FALSE,Virginia Tech,70,Hokies,Virginia Tech Hokies,Virginia Tech
233630259,2004,regular-season,2003-12-29,2,154,away,FALSE,Wake Forest,59,Demon Deacons,Wake Forest Demon Deacons,Wake Forest
233632628,2004,regular-season,2003-12-29,2,2628,home,FALSE,TCU,95,Horned Frogs,TCU Horned Frogs,TCU
233632628,2004,regular-season,2003-12-29,2,2320,away,FALSE,Lamar,50,Cardinals,Lamar Cardinals,Lamar
233630002,2004,regular-season,2003-12-29,2,2,home,FALSE,Auburn,95,Tigers,Auburn Tigers,Auburn
233630002,2004,regular-season,2003-12-29,2,2010,away,FALSE,Alabama A&M,28,Bulldogs,Alabama A&M Bulldogs,Alabama A&M
233630127,2004,regular-season,2003-12-29,2,127,home,FALSE,Michigan State,55,Spartans,Michigan State Spartans,Michigan St
233630127,2004,regular-season,2003-12-29,2,2132,away,FALSE,Cincinnati,43,Bearcats,Cincinnati Bearcats,Cincinnati
233632390,2004,regular-season,2003-12-29,2,2390,home,FALSE,Miami,79,Hurricanes,Miami Hurricanes,Miami
233632390,2004,regular-season,2003-12-29,2,238,away,FALSE,Vanderbilt,57,Commodores,Vanderbilt Commodores,Vanderbilt
