game_id,season,game_type,date,periods,team_id,home_away,neutral_site,location,score,name,display_name,short_display_name
400597498,2015,regular-season,2015-01-14,2,41,home,FALSE,UConn,92,Huskies,UConn Huskies,UConn
400597498,2015,regular-season,2015-01-14,2,218,away,FALSE,Temple,58,Owls,Temple Owls,Temple
400593085,2015,regular-season,2015-01-14,2,97,home,FALSE,Louisville,65,Cardinals,Louisville Cardinals,Louisville
400593085,2015,regular-season,2015-01-14,2,152,away,FALSE,NC State,58,Wolfpack,NC State Wolfpack,NC State
400592369,2015,regular-season,2015-01-14,2,201,home,FALSE,Oklahoma,70,Sooners,Oklahoma Sooners,Oklahoma
400592369,2015,regular-season,2015-01-14,2,251,away,FALSE,Texas,59,Longhorns,Texas Longhorns,Texas
400592368,2015,regular-season,2015-01-14,2,197,home,FALSE,Oklahoma State,69,Cowgirls,Oklahoma State Cowgirls,Oklahoma St
400592368,2015,regular-season,2015-01-14,2,2306,away,FALSE,Kansas State,47,Wildcats,Kansas State Wildcats,Kansas St
400596677,2015,regular-season,2015-01-14,2,2294,home,FALSE,Iowa,83,Hawkeyes,Iowa Hawkeyes,Iowa
400596677,2015,regular-season,2015-01-14,2,77,away,FALSE,Northwestern,70,Wildcats,Northwestern Wildcats,Northwestern
